OsmId,Name,Amenity,Shop,Cuisine,City,Street,HouseNumber,Postcode,Website,Phone,OpeningHours,Latitude,Longitude,OsmTimestamp,OsmTimestampParsed,DaysSinceUpdate,RecentlyUpdated,NameNorm,NameLength,HasCity,HasStreet,HasHouseNumber,HasPostcode,HasWebsite,HasPhone,HasOpeningHours,HasCuisine,HasCoordinates,Geo_OsmId,Geo_Name,Geo_Amenity,Geo_Shop,Geo_Cuisine,Geo_City,Geo_Street,Geo_HouseNumber,Geo_Postcode,Geo_Website,Geo_Phone,Geo_OpeningHours,Geo_Latitude,Geo_Longitude,Geo_OsmTimestamp,Geo_OsmTimestampParsed,Geo_DaysSinceUpdate,Geo_RecentlyUpdated,Geo_NameNorm,Geo_NameLength,Geo_HasCity,Geo_HasStreet,Geo_HasHouseNumber,Geo_HasPostcode,Geo_HasWebsite,Geo_HasPhone,Geo_HasOpeningHours,Geo_HasCuisine,Geo_HasCoordinates,Geo_CityGeo,Geo_StreetGeo,Geo_HouseNumberGeo,Geo_PostcodeGeo,Geo_ReverseAddressGeo,Score,Status
2424924290,Jazzman's Cyber Cafe,cafe,,coffee_shop,Kent,,,,https://www.kent.edu/dining/student-center-lower-level,,,41.1476721,-81.3431531,2017-01-20T13:47:48Z,2017-01-20 13:47:48+00:00,3230,0,jazzman's cyber cafe,20,1,0,0,0,1,0,0,1,1,2424924290,Jazzman's Cyber Cafe,cafe,,coffee_shop,Kent,,,,https://www.kent.edu/dining/student-center-lower-level,,,41.1476721,-81.3431531,2017-01-20T13:47:48Z,2017-01-20 13:47:48+00:00,3230,0,jazzman's cyber cafe,20,1,0,0,0,1,0,0,1,1,Kent,Haymaker Parkway,,44242,"{'amenity': 'Kent State University', 'road': 'Haymaker Parkway', 'neighbourhood': 'Gateway', 'city': 'Kent', 'county': 'Portage County', 'state': 'Ohio', 'ISO3166-2-lvl4': 'US-OH', 'postcode': '44242', 'country': 'United States of America', 'country_code': 'us'}",39.0,Review
2434607393,The Tandoori Oven,restaurant,,indian,Kent,,,,https://www.kent.edu/dining/kent-markets,,Mo-Th 08:00-20:00; Fr 08:00-14:00; PH off,41.1478389,-81.3431676,2017-01-20T13:36:11Z,2017-01-20 13:36:11+00:00,3230,0,the tandoori oven,17,1,0,0,0,1,0,1,1,1,2434607393,The Tandoori Oven,restaurant,,indian,Kent,,,,https://www.kent.edu/dining/kent-markets,,Mo-Th 08:00-20:00; Fr 08:00-14:00; PH off,41.1478389,-81.3431676,2017-01-20T13:36:11Z,2017-01-20 13:36:11+00:00,3230,0,the tandoori oven,17,1,0,0,0,1,0,1,1,1,Kent,Haymaker Parkway,,44242,"{'amenity': 'Kent State University', 'road': 'Haymaker Parkway', 'neighbourhood': 'Gateway', 'city': 'Kent', 'county': 'Portage County', 'state': 'Ohio', 'ISO3166-2-lvl4': 'US-OH', 'postcode': '44242', 'country': 'United States of America', 'country_code': 'us'}",41.0,Review
2434607395,Fresh Inspirations,restaurant,,american,,,,,https://www.kent.edu/dining/kent-markets,,Mo-Th 08:00-20:00; Fr 08:00-14:00; PH off,41.147842,-81.3431991,2017-01-20T13:36:11Z,2017-01-20 13:36:11+00:00,3230,0,fresh inspirations,18,0,0,0,0,1,0,1,1,1,2434607395,Fresh Inspirations,restaurant,,american,,,,,https://www.kent.edu/dining/kent-markets,,Mo-Th 08:00-20:00; Fr 08:00-14:00; PH off,41.147842,-81.3431991,2017-01-20T13:36:11Z,2017-01-20 13:36:11+00:00,3230,0,fresh inspirations,18,0,0,0,0,1,0,1,1,1,Kent,Haymaker Parkway,,44242,"{'amenity': 'Kent State University', 'road': 'Haymaker Parkway', 'neighbourhood': 'Gateway', 'city': 'Kent', 'county': 'Portage County', 'state': 'Ohio', 'ISO3166-2-lvl4': 'US-OH', 'postcode': '44242', 'country': 'United States of America', 'country_code': 'us'}",13.0,LikelyInvalid
2434607396,Olives,restaurant,,italian,Kent,,,,https://www.kent.edu/dining/kent-markets,,Mo-Th 08:00-20:00; Fr 08:00-14:00; PH off,41.1478641,-81.343231,2017-01-20T13:36:11Z,2017-01-20 13:36:11+00:00,3230,0,olives,6,1,0,0,0,1,0,1,1,1,2434607396,Olives,restaurant,,italian,Kent,,,,https://www.kent.edu/dining/kent-markets,,Mo-Th 08:00-20:00; Fr 08:00-14:00; PH off,41.1478641,-81.343231,2017-01-20T13:36:11Z,2017-01-20 13:36:11+00:00,3230,0,olives,6,1,0,0,0,1,0,1,1,1,Kent,Haymaker Parkway,,44242,"{'amenity': 'Kent State University', 'road': 'Haymaker Parkway', 'neighbourhood': 'Gateway', 'city': 'Kent', 'county': 'Portage County', 'state': 'Ohio', 'ISO3166-2-lvl4': 'US-OH', 'postcode': '44242', 'country': 'United States of America', 'country_code': 'us'}",41.0,Review
2434607397,Market Deli,,deli,,Kent,,,,https://www.kent.edu/dining/kent-markets,,Mo-Th 08:00-20:00; Fr 08:00-14:00; PH off,41.1479334,-81.3432271,2017-01-20T13:36:11Z,2017-01-20 13:36:11+00:00,3230,0,market deli,11,1,0,0,0,1,0,1,0,1,2434607397,Market Deli,,deli,,Kent,,,,https://www.kent.edu/dining/kent-markets,,Mo-Th 08:00-20:00; Fr 08:00-14:00; PH off,41.1479334,-81.3432271,2017-01-20T13:36:11Z,2017-01-20 13:36:11+00:00,3230,0,market deli,11,1,0,0,0,1,0,1,0,1,Kent,Haymaker Parkway,,44242,"{'amenity': 'Kent State University', 'road': 'Haymaker Parkway', 'neighbourhood': 'Gateway', 'city': 'Kent', 'county': 'Portage County', 'state': 'Ohio', 'ISO3166-2-lvl4': 'US-OH', 'postcode': '44242', 'country': 'United States of America', 'country_code': 'us'}",36.0,Review
2434607398,Market Grill,restaurant,,burger;american,Kent,,,,https://www.kent.edu/dining/kent-markets,,Mo-Th 08:00-20:00; Fr 08:00-14:00; PH off,41.1479035,-81.3432489,2017-05-23T19:40:01Z,2017-05-23 19:40:01+00:00,3107,0,market grill,12,1,0,0,0,1,0,1,1,1,2434607398,Market Grill,restaurant,,burger;american,Kent,,,,https://www.kent.edu/dining/kent-markets,,Mo-Th 08:00-20:00; Fr 08:00-14:00; PH off,41.1479035,-81.3432489,2017-05-23T19:40:01Z,2017-05-23 19:40:01+00:00,3107,0,market grill,12,1,0,0,0,1,0,1,1,1,Kent,Haymaker Parkway,,44242,"{'amenity': 'Kent State University', 'road': 'Haymaker Parkway', 'neighbourhood': 'Gateway', 'city': 'Kent', 'county': 'Portage County', 'state': 'Ohio', 'ISO3166-2-lvl4': 'US-OH', 'postcode': '44242', 'country': 'United States of America', 'country_code': 'us'}",42.0,Review
2439068995,DI Dining Facility,restaurant,,,,,,,https://www.kent.edu/dining/design-innovation-dining,,,41.14998,-81.3467233,2023-09-07T19:52:35Z,2023-09-07 19:52:35+00:00,809,0,di dining facility,18,0,0,0,0,1,0,0,0,1,2439068995,DI Dining Facility,restaurant,,,,,,,https://www.kent.edu/dining/design-innovation-dining,,,41.14998,-81.3467233,2023-09-07T19:52:35Z,2023-09-07 19:52:35+00:00,809,0,di dining facility,18,0,0,0,0,1,0,0,0,1,Kent,Janik Drive,400,44243,"{'amenity': 'DI Dining Facility', 'house_number': '400', 'road': 'Janik Drive', 'neighbourhood': 'The Quad', 'city': 'Kent', 'county': 'Portage County', 'state': 'Ohio', 'ISO3166-2-lvl4': 'US-OH', 'postcode': '44243', 'country': 'United States of America', 'country_code': 'us'}",13.0,LikelyInvalid
2451963743,Penn Station,fast_food,,sandwich,Kent,,,,,,,41.1543431,-81.3526364,2024-01-16T03:06:40Z,2024-01-16 03:06:40+00:00,679,0,penn station,12,1,0,0,0,0,0,0,1,1,2451963743,Penn Station,fast_food,,sandwich,Kent,,,,,,,41.1543431,-81.3526364,2024-01-16T03:06:40Z,2024-01-16 03:06:40+00:00,679,0,penn station,12,1,0,0,0,0,0,0,1,1,Kent,North Willow Street,,44240,"{'amenity': 'Penn Station', 'road': 'North Willow Street', 'neighbourhood': 'Gateway', 'city': 'Kent', 'county': 'Portage County', 'state': 'Ohio', 'ISO3166-2-lvl4': 'US-OH', 'postcode': '44240', 'country': 'United States of America', 'country_code': 'us'}",38.0,Review
2451974646,Bruno's Authentic Pizza,restaurant,,pizza,,,,,,,,41.1545653,-81.3523579,2015-10-19T16:07:15Z,2015-10-19 16:07:15+00:00,3689,0,bruno's authentic pizza,23,0,0,0,0,0,0,0,1,1,2451974646,Bruno's Authentic Pizza,restaurant,,pizza,,,,,,,,41.1545653,-81.3523579,2015-10-19T16:07:15Z,2015-10-19 16:07:15+00:00,3689,0,bruno's authentic pizza,23,0,0,0,0,0,0,0,1,1,Kent,North Willow Street,,44240,"{'amenity': ""Bruno's Authentic Pizza"", 'road': 'North Willow Street', 'neighbourhood': 'Gateway', 'city': 'Kent', 'county': 'Portage County', 'state': 'Ohio', 'ISO3166-2-lvl4': 'US-OH', 'postcode': '44240', 'country': 'United States of America', 'country_code': 'us'}",3.0,LikelyInvalid
2452321502,Summit Street Cafe,restaurant,,ice_cream,Kent,,,,https://www.kent.edu/dining/summit-street-cafe-1,,,41.141413,-81.3402224,2017-01-20T13:43:10Z,2017-01-20 13:43:10+00:00,3230,0,summit street cafe,18,1,0,0,0,1,0,0,1,1,2452321502,Summit Street Cafe,restaurant,,ice_cream,Kent,,,,https://www.kent.edu/dining/summit-street-cafe-1,,,41.141413,-81.3402224,2017-01-20T13:43:10Z,2017-01-20 13:43:10+00:00,3230,0,summit street cafe,18,1,0,0,0,1,0,0,1,1,Kent,Passenger Pickup And Drop Off,,44243,"{'amenity': 'Summit Street Cafe', 'road': 'Passenger Pickup And Drop Off', 'neighbourhood': 'Science Corridor', 'city': 'Kent', 'county': 'Portage County', 'state': 'Ohio', 'ISO3166-2-lvl4': 'US-OH', 'postcode': '44243', 'country': 'United States of America', 'country_code': 'us'}",39.0,Review
2452437694,snackshop,cafe,,sandwich,Kent,,,,,,,41.1472973,-81.3482523,2016-05-27T16:50:17Z,2016-05-27 16:50:17+00:00,3468,0,snackshop,9,1,0,0,0,0,0,0,1,1,2452437694,snackshop,cafe,,sandwich,Kent,,,,,,,41.1472973,-81.3482523,2016-05-27T16:50:17Z,2016-05-27 16:50:17+00:00,3468,0,snackshop,9,1,0,0,0,0,0,0,1,1,Kent,Morris Road,,44240,"{'amenity': 'snackshop', 'road': 'Morris Road', 'neighbourhood': 'The Quad', 'city': 'Kent', 'county': 'Portage County', 'state': 'Ohio', 'ISO3166-2-lvl4': 'US-OH', 'postcode': '44240', 'country': 'United States of America', 'country_code': 'us'}",31.0,LikelyInvalid
2454834434,Flipside,restaurant,,burger,,,,,,,,41.241447,-81.4427605,2024-07-31T23:35:10Z,2024-07-31 23:35:10+00:00,481,0,flipside,8,0,0,0,0,0,0,0,1,1,2454834434,Flipside,restaurant,,burger,,,,,,,,41.241447,-81.4427605,2024-07-31T23:35:10Z,2024-07-31 23:35:10+00:00,481,0,flipside,8,0,0,0,0,0,0,0,1,1,Hudson,Village Way,,44326,"{'amenity': 'Flipside', 'road': 'Village Way', 'retail': 'First & Main Hudson', 'town': 'Hudson', 'county': 'Summit County', 'state': 'Ohio', 'ISO3166-2-lvl4': 'US-OH', 'postcode': '44326', 'country': 'United States of America', 'country_code': 'us'}",10.0,LikelyInvalid
2454834435,One Red Door,restaurant,,american,,,,,,,,41.2414453,-81.4429141,2015-01-25T15:31:05Z,2015-01-25 15:31:05+00:00,3956,0,one red door,12,0,0,0,0,0,0,0,1,1,2454834435,One Red Door,restaurant,,american,,,,,,,,41.2414453,-81.4429141,2015-01-25T15:31:05Z,2015-01-25 15:31:05+00:00,3956,0,one red door,12,0,0,0,0,0,0,0,1,1,Hudson,Library Street,,44326,"{'amenity': 'One Red Door', 'road': 'Library Street', 'retail': 'First & Main Hudson', 'town': 'Hudson', 'county': 'Summit County', 'state': 'Ohio', 'ISO3166-2-lvl4': 'US-OH', 'postcode': '44326', 'country': 'United States of America', 'country_code': 'us'}",3.0,LikelyInvalid
2464386223,Swensons,restaurant,,burger,,,,,,,,41.1549171,-81.400949,2013-09-19T19:43:11Z,2013-09-19 19:43:11+00:00,4449,0,swensons,8,0,0,0,0,0,0,0,1,1,2464386223,Swensons,restaurant,,burger,,,,,,,,41.1549171,-81.400949,2013-09-19T19:43:11Z,2013-09-19 19:43:11+00:00,4449,0,swensons,8,0,0,0,0,0,0,0,1,1,Stow,Kent Road,,44262,"{'amenity': 'Swensons', 'road': 'Kent Road', 'hamlet': 'Fish Creek', 'town': 'Stow', 'county': 'Summit County', 'state': 'Ohio', 'ISO3166-2-lvl4': 'US-OH', 'postcode': '44262', 'country': 'United States of America', 'country_code': 'us'}",3.0,LikelyInvalid
2468030873,Acme Fresh Market,,supermarket,,,,,,,,"Mo-Fr 09:00-20:00; Sa,Su 09:00-18:00",41.2384718,-81.4476929,2024-07-13T13:46:54Z,2024-07-13 13:46:54+00:00,499,0,acme fresh market,17,0,0,0,0,0,0,1,0,1,2468030873,Acme Fresh Market,,supermarket,,,,,,,,"Mo-Fr 09:00-20:00; Sa,Su 09:00-18:00",41.2384718,-81.4476929,2024-07-13T13:46:54Z,2024-07-13 13:46:54+00:00,499,0,acme fresh market,17,0,0,0,0,0,0,1,0,1,Hudson,Milford Drive,,44236,"{'shop': 'Acme Fresh Market', 'road': 'Milford Drive', 'retail': 'Hudson Plaza', 'town': 'Hudson', 'county': 'Summit County', 'state': 'Ohio', 'ISO3166-2-lvl4': 'US-OH', 'postcode': '44236', 'country': 'United States of America', 'country_code': 'us'}",12.0,LikelyInvalid
2548226142,Laziza,restaurant,,israeli;mediterranean,Kent,,,,http://www.yourlaziza.com/,,,41.1528204,-81.3565359,2020-05-09T20:07:36Z,2020-05-09 20:07:36+00:00,2025,0,laziza,6,1,0,0,0,1,0,0,1,1,2548226142,Laziza,restaurant,,israeli;mediterranean,Kent,,,,http://www.yourlaziza.com/,,,41.1528204,-81.3565359,2020-05-09T20:07:36Z,2020-05-09 20:07:36+00:00,2025,0,laziza,6,1,0,0,0,1,0,0,1,1,Kent,East Erie Street,,44240,"{'amenity': 'Laziza', 'road': 'East Erie Street', 'neighbourhood': 'Downtown', 'city': 'Kent', 'county': 'Portage County', 'state': 'Ohio', 'ISO3166-2-lvl4': 'US-OH', 'postcode': '44240', 'country': 'United States of America', 'country_code': 'us'}",40.0,Review
2709376774,Marc's,,supermarket,,,,,,http://marcs.com,3307735858,Mo-Su 07:00-21:00,41.0275684,-81.513606,2025-08-10T17:45:49Z,2025-08-10 17:45:49+00:00,106,1,marc's,6,0,0,0,0,1,1,1,0,1,2709376774,Marc's,,supermarket,,,,,,http://marcs.com,3307735858,Mo-Su 07:00-21:00,41.0275684,-81.513606,2025-08-10T17:45:49Z,2025-08-10 17:45:49+00:00,106,1,marc's,6,0,0,0,0,1,1,1,0,1,Akron,East Waterloo Road,,44319,"{'shop': ""Marc's"", 'road': 'East Waterloo Road', 'suburb': 'Coventry Crossing', 'city': 'Akron', 'county': 'Summit County', 'state': 'Ohio', 'ISO3166-2-lvl4': 'US-OH', 'postcode': '44319', 'country': 'United States of America', 'country_code': 'us'}",25.0,LikelyInvalid
