OsmId,Name,Amenity,Shop,Cuisine,City,Street,HouseNumber,Postcode,Website,Phone,OpeningHours,Latitude,Longitude,OsmTimestamp,OsmTimestampParsed,DaysSinceUpdate,RecentlyUpdated,NameNorm,NameLength,HasCity,HasStreet,HasHouseNumber,HasPostcode,HasWebsite,HasPhone,HasOpeningHours,HasCuisine,HasCoordinates,Geo_OsmId,Geo_Name,Geo_Amenity,Geo_Shop,Geo_Cuisine,Geo_City,Geo_Street,Geo_HouseNumber,Geo_Postcode,Geo_Website,Geo_Phone,Geo_OpeningHours,Geo_Latitude,Geo_Longitude,Geo_OsmTimestamp,Geo_OsmTimestampParsed,Geo_DaysSinceUpdate,Geo_RecentlyUpdated,Geo_NameNorm,Geo_NameLength,Geo_HasCity,Geo_HasStreet,Geo_HasHouseNumber,Geo_HasPostcode,Geo_HasWebsite,Geo_HasPhone,Geo_HasOpeningHours,Geo_HasCuisine,Geo_HasCoordinates,Geo_CityGeo,Geo_StreetGeo,Geo_HouseNumberGeo,Geo_PostcodeGeo,Geo_ReverseAddressGeo
1455179691,Comida Mexican Restaurant,restaurant,,mexican,,,,,,,,41.2406882,-81.4423608,2024-09-06T15:13:13Z,2024-09-06 15:13:13+00:00,444,0,comida mexican restaurant,25,0,0,0,0,0,0,0,1,1,1455179691,Comida Mexican Restaurant,restaurant,,mexican,,,,,,,,41.2406882,-81.4423608,2024-09-06T15:13:13Z,2024-09-06 15:13:13+00:00,444,0,comida mexican restaurant,25,0,0,0,0,0,0,0,1,1,Hudson,Park Lane,,44326,"{'amenity': 'Comida Mexican Restaurant', 'road': 'Park Lane', 'retail': 'First & Main Hudson', 'town': 'Hudson', 'county': 'Summit County', 'state': 'Ohio', 'ISO3166-2-lvl4': 'US-OH', 'postcode': '44326', 'country': 'United States of America', 'country_code': 'us'}"
1890430790,The Basement,bar,,,Kent,Cascades Boulevard,3975,44240,,,,41.0953358,-81.3883985,2024-03-19T15:01:05Z,2024-03-19 15:01:05+00:00,615,0,the basement,12,1,1,1,1,0,0,0,0,1,1890430790,The Basement,bar,,,Kent,Cascades Boulevard,3975,44240,,,,41.0953358,-81.3883985,2024-03-19T15:01:05Z,2024-03-19 15:01:05+00:00,615,0,the basement,12,1,1,1,1,0,0,0,0,1,Kent,Cascades Boulevard,3975,44240,"{'amenity': 'The Basement', 'house_number': '3975', 'road': 'Cascades Boulevard', 'retail': 'The Cascades of Brimfield', 'city': 'Kent', 'municipality': 'Brimfield Township', 'county': 'Portage County', 'state': 'Ohio', 'ISO3166-2-lvl4': 'US-OH', 'postcode': '44240', 'country': 'United States of America', 'country_code': 'us'}"
1890430834,DQ Grill & Chill,fast_food,,ice_cream;burger,Kent,Cascades Boulevard,4050,44240-8034,https://www.dairyqueen.com/locations/oh/kent/4050-cascades-blvd-unit-a/14293,+1 330-968-6155,,41.0999265,-81.3859343,2024-05-18T11:07:34Z,2024-05-18 11:07:34+00:00,555,0,dq grill & chill,16,1,1,1,1,1,1,0,1,1,1890430834,DQ Grill & Chill,fast_food,,ice_cream;burger,Kent,Cascades Boulevard,4050,44240-8034,https://www.dairyqueen.com/locations/oh/kent/4050-cascades-blvd-unit-a/14293,+1 330-968-6155,,41.0999265,-81.3859343,2024-05-18T11:07:34Z,2024-05-18 11:07:34+00:00,555,0,dq grill & chill,16,1,1,1,1,1,1,0,1,1,Kent,Cascades Boulevard,4050,44240,"{'amenity': 'DQ Grill & Chill', 'house_number': '4050', 'road': 'Cascades Boulevard', 'retail': 'The Cascades of Brimfield', 'city': 'Kent', 'municipality': 'Brimfield Township', 'county': 'Portage County', 'state': 'Ohio', 'ISO3166-2-lvl4': 'US-OH', 'postcode': '44240', 'country': 'United States of America', 'country_code': 'us'}"
1890430843,La Terraza Mexican Bar & Grill,restaurant,,mexican,Kent,Cascades Boulevard,3975,44240,,,,41.0961011,-81.3883571,2024-03-19T15:01:05Z,2024-03-19 15:01:05+00:00,615,0,la terraza mexican bar & grill,30,1,1,1,1,0,0,0,1,1,1890430843,La Terraza Mexican Bar & Grill,restaurant,,mexican,Kent,Cascades Boulevard,3975,44240,,,,41.0961011,-81.3883571,2024-03-19T15:01:05Z,2024-03-19 15:01:05+00:00,615,0,la terraza mexican bar & grill,30,1,1,1,1,0,0,0,1,1,Kent,Cascades Boulevard,3975,44240,"{'amenity': 'La Terraza Mexican Bar & Grill', 'house_number': '3975', 'road': 'Cascades Boulevard', 'retail': 'The Cascades of Brimfield', 'city': 'Kent', 'municipality': 'Brimfield Township', 'county': 'Portage County', 'state': 'Ohio', 'ISO3166-2-lvl4': 'US-OH', 'postcode': '44240', 'country': 'United States of America', 'country_code': 'us'}"
1909606906,Pizza Hut,restaurant,,pizza,Kent,State Highway 43,4118,44240,https://locations.pizzahut.com/oh/kent/4118-state-hwy-43,+1 330-677-6767,,41.1019995,-81.3459376,2024-05-10T20:57:53Z,2024-05-10 20:57:53+00:00,563,0,pizza hut,9,1,1,1,1,1,1,0,1,1,1909606906,Pizza Hut,restaurant,,pizza,Kent,State Highway 43,4118,44240,https://locations.pizzahut.com/oh/kent/4118-state-hwy-43,+1 330-677-6767,,41.1019995,-81.3459376,2024-05-10T20:57:53Z,2024-05-10 20:57:53+00:00,563,0,pizza hut,9,1,1,1,1,1,1,0,1,1,Kent,Kelso Drive,4118,44240,"{'amenity': 'Pizza Hut', 'house_number': '4118', 'road': 'Kelso Drive', 'city': 'Kent', 'municipality': 'Brimfield Township', 'county': 'Portage County', 'state': 'Ohio', 'ISO3166-2-lvl4': 'US-OH', 'postcode': '44240', 'country': 'United States of America', 'country_code': 'us'}"
1909606958,Subway,fast_food,,sandwich,Kent,State Route 43,4068,44240,https://restaurants.subway.com/united-states/oh/kent/4068-sr-43,+1 330-346-0204,08:00-21:00,41.1005633,-81.3434773,2024-05-19T11:57:56Z,2024-05-19 11:57:56+00:00,554,0,subway,6,1,1,1,1,1,1,1,1,1,1909606958,Subway,fast_food,,sandwich,Kent,State Route 43,4068,44240,https://restaurants.subway.com/united-states/oh/kent/4068-sr-43,+1 330-346-0204,08:00-21:00,41.1005633,-81.3434773,2024-05-19T11:57:56Z,2024-05-19 11:57:56+00:00,554,0,subway,6,1,1,1,1,1,1,1,1,1,Kent,State Route 43,4068,44240,"{'amenity': 'Subway', 'house_number': '4068', 'road': 'State Route 43', 'city': 'Kent', 'municipality': 'Brimfield Township', 'county': 'Portage County', 'state': 'Ohio', 'ISO3166-2-lvl4': 'US-OH', 'postcode': '44240', 'country': 'United States of America', 'country_code': 'us'}"
2030590407,Chipotle,fast_food,,mexican,Streetsboro,State Route 14,9754,44241,https://locations.chipotle.com/oh/streetsboro/9754-state-route-14,+1 330-626-3549,Mo-Su 10:45-23:00,41.2509978,-81.3635032,2024-05-08T22:30:20Z,2024-05-08 22:30:20+00:00,565,0,chipotle,8,1,1,1,1,1,1,1,1,1,2030590407,Chipotle,fast_food,,mexican,Streetsboro,State Route 14,9754,44241,https://locations.chipotle.com/oh/streetsboro/9754-state-route-14,+1 330-626-3549,Mo-Su 10:45-23:00,41.2509978,-81.3635032,2024-05-08T22:30:20Z,2024-05-08 22:30:20+00:00,565,0,chipotle,8,1,1,1,1,1,1,1,1,1,Streetsboro,Cleveland East Liverpool Road,9754,44241,"{'amenity': 'Chipotle', 'house_number': '9754', 'road': 'Cleveland East Liverpool Road', 'town': 'Streetsboro', 'county': 'Portage County', 'state': 'Ohio', 'ISO3166-2-lvl4': 'US-OH', 'postcode': '44241', 'country': 'United States of America', 'country_code': 'us'}"
2030590612,Sonic,fast_food,,burger,Streetsboro,State Route 14,9780,44241,https://locations.sonicdrivein.com/oh/streetsboro/9780-state-route-14.html,,"Su-Th 10:00-23:00; Fr,Sa 10:00-12:00",41.2516314,-81.364547,2024-05-13T23:15:25Z,2024-05-13 23:15:25+00:00,560,0,sonic,5,1,1,1,1,1,0,1,1,1,2030590612,Sonic,fast_food,,burger,Streetsboro,State Route 14,9780,44241,https://locations.sonicdrivein.com/oh/streetsboro/9780-state-route-14.html,,"Su-Th 10:00-23:00; Fr,Sa 10:00-12:00",41.2516314,-81.364547,2024-05-13T23:15:25Z,2024-05-13 23:15:25+00:00,560,0,sonic,5,1,1,1,1,1,0,1,1,1,Streetsboro,Cleveland East Liverpool Road,9780,44241,"{'amenity': 'Sonic', 'house_number': '9780', 'road': 'Cleveland East Liverpool Road', 'town': 'Streetsboro', 'county': 'Portage County', 'state': 'Ohio', 'ISO3166-2-lvl4': 'US-OH', 'postcode': '44241', 'country': 'United States of America', 'country_code': 'us'}"
2105023766,Chiban,restaurant,,japanese,,,,,,,,41.1343194,-81.5080726,2021-07-18T22:24:54Z,2021-07-18 22:24:54+00:00,1590,0,chiban,6,0,0,0,0,0,0,0,1,1,2105023766,Chiban,restaurant,,japanese,,,,,,,,41.1343194,-81.5080726,2021-07-18T22:24:54Z,2021-07-18 22:24:54+00:00,1590,0,chiban,6,0,0,0,0,0,0,0,1,1,Cuyahoga Falls,Broad Boulevard,,44221,"{'amenity': 'Chiban', 'road': 'Broad Boulevard', 'neighbourhood': 'West Village', 'city': 'Cuyahoga Falls', 'county': 'Summit County', 'state': 'Ohio', 'ISO3166-2-lvl4': 'US-OH', 'postcode': '44221', 'country': 'United States of America', 'country_code': 'us'}"
2105026712,Arthur Treacher's Fish and Chips,fast_food,,fish_and_chips,,,,,,,,41.1319386,-81.508141,2013-01-11T01:43:17Z,2013-01-11 01:43:17+00:00,4701,0,arthur treacher's fish and chips,32,0,0,0,0,0,0,0,1,1,2105026712,Arthur Treacher's Fish and Chips,fast_food,,fish_and_chips,,,,,,,,41.1319386,-81.508141,2013-01-11T01:43:17Z,2013-01-11 01:43:17+00:00,4701,0,arthur treacher's fish and chips,32,0,0,0,0,0,0,0,1,1,Cuyahoga Falls,State Road,,44223,"{'amenity': ""Arthur Treacher's Fish and Chips"", 'road': 'State Road', 'city': 'Cuyahoga Falls', 'county': 'Summit County', 'state': 'Ohio', 'ISO3166-2-lvl4': 'US-OH', 'postcode': '44223', 'country': 'United States of America', 'country_code': 'us'}"
2105027062,Subway,fast_food,,sandwich,Cuyahoga Falls,State Road,1939,44223,https://restaurants.subway.com/united-states/oh/cuyahoga-falls/1939-state-road,+1 330-805-4779,09:00-22:00,41.1336861,-81.5081222,2024-05-19T11:57:56Z,2024-05-19 11:57:56+00:00,554,0,subway,6,1,1,1,1,1,1,1,1,1,2105027062,Subway,fast_food,,sandwich,Cuyahoga Falls,State Road,1939,44223,https://restaurants.subway.com/united-states/oh/cuyahoga-falls/1939-state-road,+1 330-805-4779,09:00-22:00,41.1336861,-81.5081222,2024-05-19T11:57:56Z,2024-05-19 11:57:56+00:00,554,0,subway,6,1,1,1,1,1,1,1,1,1,Cuyahoga Falls,State Road,1939,44223,"{'amenity': 'Subway', 'house_number': '1939', 'road': 'State Road', 'city': 'Cuyahoga Falls', 'county': 'Summit County', 'state': 'Ohio', 'ISO3166-2-lvl4': 'US-OH', 'postcode': '44223', 'country': 'United States of America', 'country_code': 'us'}"
2105027376,Chowder House,restaurant,,seafood,,,,,,,,41.1288405,-81.5077494,2013-01-11T01:45:09Z,2013-01-11 01:45:09+00:00,4701,0,chowder house,13,0,0,0,0,0,0,0,1,1,2105027376,Chowder House,restaurant,,seafood,,,,,,,,41.1288405,-81.5077494,2013-01-11T01:45:09Z,2013-01-11 01:45:09+00:00,4701,0,chowder house,13,0,0,0,0,0,0,0,1,1,Cuyahoga Falls,Chestnut Boulevard,,44223,"{'amenity': 'Chowder House', 'road': 'Chestnut Boulevard', 'city': 'Cuyahoga Falls', 'county': 'Summit County', 'state': 'Ohio', 'ISO3166-2-lvl4': 'US-OH', 'postcode': '44223', 'country': 'United States of America', 'country_code': 'us'}"
2105029469,Subway,fast_food,,sandwich,Cuyahoga Falls,State Road,2924,44223,https://restaurants.subway.com/united-states/oh/cuyahoga-falls/2924-state-road,+1 330-929-5020,08:30-21:30,41.1511409,-81.5090103,2025-05-29T20:44:05Z,2025-05-29 20:44:05+00:00,179,1,subway,6,1,1,1,1,1,1,1,1,1,2105029469,Subway,fast_food,,sandwich,Cuyahoga Falls,State Road,2924,44223,https://restaurants.subway.com/united-states/oh/cuyahoga-falls/2924-state-road,+1 330-929-5020,08:30-21:30,41.1511409,-81.5090103,2025-05-29T20:44:05Z,2025-05-29 20:44:05+00:00,179,1,subway,6,1,1,1,1,1,1,1,1,1,Cuyahoga Falls,State Road,2924,44223,"{'amenity': 'Subway', 'house_number': '2924', 'road': 'State Road', 'retail': 'Portage Crossing', 'city': 'Cuyahoga Falls', 'county': 'Summit County', 'state': 'Ohio', 'ISO3166-2-lvl4': 'US-OH', 'postcode': '44223', 'country': 'United States of America', 'country_code': 'us'}"
2331689880,Wildcat Cafe,restaurant,,american,,,,,,,,41.0513199,-81.39896,2021-09-18T17:30:42Z,2021-09-18 17:30:42+00:00,1528,0,wildcat cafe,12,0,0,0,0,0,0,0,1,1,2331689880,Wildcat Cafe,restaurant,,american,,,,,,,,41.0513199,-81.39896,2021-09-18T17:30:42Z,2021-09-18 17:30:42+00:00,1528,0,wildcat cafe,12,0,0,0,0,0,0,0,1,1,Mogadore,Mogadore Road,,44260,"{'amenity': 'Wildcat Cafe', 'road': 'Mogadore Road', 'village': 'Mogadore', 'county': 'Summit County', 'state': 'Ohio', 'ISO3166-2-lvl4': 'US-OH', 'postcode': '44260', 'country': 'United States of America', 'country_code': 'us'}"
2388724982,Giant Eagle,,supermarket,,Twinsburg,Darrow Road,8960,44087,,+1 330-405-1900,Mo-Su 07:00-21:00,41.3094451,-81.4419927,2024-02-07T00:01:05Z,2024-02-07 00:01:05+00:00,657,0,giant eagle,11,1,1,1,1,0,1,1,0,1,2388724982,Giant Eagle,,supermarket,,Twinsburg,Darrow Road,8960,44087,,+1 330-405-1900,Mo-Su 07:00-21:00,41.3094451,-81.4419927,2024-02-07T00:01:05Z,2024-02-07 00:01:05+00:00,657,0,giant eagle,11,1,1,1,1,0,1,1,0,1,Twinsburg,Darrow Road,8960,44087,"{'shop': 'Giant Eagle', 'house_number': '8960', 'road': 'Darrow Road', 'retail': 'Twinsburg Town Center', 'town': 'Twinsburg', 'county': 'Summit County', 'state': 'Ohio', 'ISO3166-2-lvl4': 'US-OH', 'postcode': '44087', 'country': 'United States of America', 'country_code': 'us'}"
2388725772,Panera Bread,fast_food,,sandwich;bakery,Twinsburg,Darrow Road,8928,44087,https://locations.panerabread.com/oh/twinsburg/8928-darrow-rd.html,+1 330-486-0600,Mo-Fr 06:30-20:00; Sa-Su 07:00-20:00,41.3086553,-81.4420034,2024-05-08T10:34:42Z,2024-05-08 10:34:42+00:00,565,0,panera bread,12,1,1,1,1,1,1,1,1,1,2388725772,Panera Bread,fast_food,,sandwich;bakery,Twinsburg,Darrow Road,8928,44087,https://locations.panerabread.com/oh/twinsburg/8928-darrow-rd.html,+1 330-486-0600,Mo-Fr 06:30-20:00; Sa-Su 07:00-20:00,41.3086553,-81.4420034,2024-05-08T10:34:42Z,2024-05-08 10:34:42+00:00,565,0,panera bread,12,1,1,1,1,1,1,1,1,1,Twinsburg,Darrow Road,8928,44087,"{'amenity': 'Panera Bread', 'house_number': '8928', 'road': 'Darrow Road', 'retail': 'Twinsburg Town Center', 'town': 'Twinsburg', 'county': 'Summit County', 'state': 'Ohio', 'ISO3166-2-lvl4': 'US-OH', 'postcode': '44087', 'country': 'United States of America', 'country_code': 'us'}"
2388727898,Spicy Thai Cuisine,restaurant,,thai,,,,,,,,41.3073175,-81.4419981,2013-07-18T18:00:24Z,2013-07-18 18:00:24+00:00,4512,0,spicy thai cuisine,18,0,0,0,0,0,0,0,1,1,2388727898,Spicy Thai Cuisine,restaurant,,thai,,,,,,,,41.3073175,-81.4419981,2013-07-18T18:00:24Z,2013-07-18 18:00:24+00:00,4512,0,spicy thai cuisine,18,0,0,0,0,0,0,0,1,1,Twinsburg,I 480;SR 14,,44087,"{'amenity': 'Spicy Thai Cuisine', 'road': 'I 480;SR 14', 'town': 'Twinsburg', 'county': 'Summit County', 'state': 'Ohio', 'ISO3166-2-lvl4': 'US-OH', 'postcode': '44087', 'country': 'United States of America', 'country_code': 'us'}"
2388730335,Brewsters,restaurant,,american,,,,,,,,41.30739,-81.437433,2013-07-18T18:01:00Z,2013-07-18 18:01:00+00:00,4512,0,brewsters,9,0,0,0,0,0,0,0,1,1,2388730335,Brewsters,restaurant,,american,,,,,,,,41.30739,-81.437433,2013-07-18T18:01:00Z,2013-07-18 18:01:00+00:00,4512,0,brewsters,9,0,0,0,0,0,0,0,1,1,Twinsburg,Creekside Drive,,44087,"{'amenity': 'Brewsters', 'road': 'Creekside Drive', 'retail': 'Twinsburg Town Center', 'town': 'Twinsburg', 'county': 'Summit County', 'state': 'Ohio', 'ISO3166-2-lvl4': 'US-OH', 'postcode': '44087', 'country': 'United States of America', 'country_code': 'us'}"
2388731826,Sushi En Twinsburg,restaurant,,sushi,,Hadden Road,8900,44087,https://sushientwinsburg.com/,330-998-6888;330-998-6900,"Mo-Th 11:00-15:00, 16:00-21:00; Fr-Sa 11:00-22:00; Su 11:00-21:00",41.3107587,-81.4534404,2024-08-31T11:40:35Z,2024-08-31 11:40:35+00:00,450,0,sushi en twinsburg,18,0,1,1,1,1,1,1,1,1,2388731826,Sushi En Twinsburg,restaurant,,sushi,,Hadden Road,8900,44087,https://sushientwinsburg.com/,330-998-6888;330-998-6900,"Mo-Th 11:00-15:00, 16:00-21:00; Fr-Sa 11:00-22:00; Su 11:00-21:00",41.3107587,-81.4534404,2024-08-31T11:40:35Z,2024-08-31 11:40:35+00:00,450,0,sushi en twinsburg,18,0,1,1,1,1,1,1,1,1,Twinsburg,Hadden Road,8900,44087,"{'amenity': 'Sushi En Twinsburg', 'house_number': '8900', 'road': 'Hadden Road', 'town': 'Twinsburg', 'county': 'Summit County', 'state': 'Ohio', 'ISO3166-2-lvl4': 'US-OH', 'postcode': '44087', 'country': 'United States of America', 'country_code': 'us'}"
