"id","osm_id","osm_type","name","latitude","longitude","amenity","shop","address","addr_housenumber","addr_street","addr_city","addr_state","addr_postcode","addr_country","addr_unit","addr_suite","phone","email","website","contact_facebook","contact_instagram","contact_twitter","contact_youtube","website_menu","opening_hours","cuisine","cuisine_source","cuisine_confidence","cuisine_ai_error","cuisine_classified_at","brand","brand_wikidata","operator","takeaway","delivery","drive_through","drive_in","reservation","smoking","indoor_seating","outdoor_seating","wheelchair","toilets","toilets_wheelchair","highchair","changing_table","internet_access","internet_access_fee","air_conditioning","diet_vegetarian","diet_vegan","diet_gluten_free","diet_halal","diet_kosher","lgbtq","bar","payment_cash","payment_credit_cards","payment_debit_cards","payment_contactless","payment_mobile","check_date","source","notes","status","enrichment_status","enrichment_attempted_at","created_at","updated_at"
27,"508029112","node","Jack & Benny's",40.0145745,-83.011553,"restaurant",,"2563 North High Street, Columbus, OH 43202","2563","North High Street","Columbus","OH","43202",,,,"(614) 263-0242","jandbdiner@gmail.com","https://www.jackandbennys.com/",,,,,"https://www.jackandbennys.com/order-online","Mo-Fr 07:00-15:00; Sa-Su 08:00-15:00","breakfast","osm",,,,,,,,"yes",,,,,,"no",,,,,,,,"yes",,,,,,,,,,,,,,,,"active","unchanged",,"2025-12-01T00:58:26.783Z","2025-12-01T00:58:26.783Z"
28,"509904723","node","Mirror Lake Eatery",39.9976149,-83.0146155,"fast_food",,"Mirror Lake Eatery, Neil Avenue, University District District 4, Columbus, Sharon, Franklin County, Ohio, 43210, United States",,"Neil Avenue","Columbus","OH","43210","US",,,,,,,,,,,,"fried_chicken","osm",,,,,,,"yes","no","no",,,,,"yes",,,,,,,,,,,,,,,,,,,,,,,,"active","reverse_geocoded","2025-12-01T00:58:52.609Z","2025-12-01T00:58:26.810Z","2025-12-01T00:58:52.609Z"
29,"553326685","node","Flyer's Pizza",39.9443841,-83.272004,"restaurant",,"Flyer's Pizza, Main Street, West Jefferson, Madison County, Ohio, 43162, United States",,"Main Street","West Jefferson","OH","43162","US",,,,,,,,,,,,,,,,,,,,,,,,,,,,"yes",,,,,,,,,,,,,,,,,,,,,,,"active","reverse_geocoded","2025-12-01T00:58:54.327Z","2025-12-01T00:58:26.815Z","2025-12-01T00:58:54.327Z"
30,"566564408","node","Donato's",40.0294506,-83.161456,"fast_food",,"Donato's, Main Street, Hilliard, Norwich Township, Franklin County, Ohio, 43026, United States",,"Main Street","Hilliard","OH","43026","US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"active","reverse_geocoded","2025-12-01T00:58:55.661Z","2025-12-01T00:58:26.819Z","2025-12-01T00:58:55.661Z"
31,"570509070","node","Confluence Park Restaurant",39.9647643,-83.0181169,"restaurant",,"Confluence Park Restaurant, Rickenbacker Drive, Columbus, Franklin County, Ohio, 43222, United States",,"Rickenbacker Drive","Columbus","OH","43222","US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"local_knowledge; Yahoo",,"active","reverse_geocoded","2025-12-01T00:58:57.226Z","2025-12-01T00:58:26.824Z","2025-12-01T00:58:57.227Z"
32,"579999207","node","Oxley's by the Numbers Café",40.0026027,-83.0166442,"cafe",,"Oxley's by the Numbers Café, Millikin Road, University District District 4, Columbus, Sharon, Franklin County, Ohio, 43210, United States",,"Millikin Road","Columbus","OH","43210","US",,,,,,,,,,,"Mo-Fr 07:00-17:30",,,,,,,,,,,,,,,,,"yes",,,,,,,,,,,,,,,,,,,,,,,"active","reverse_geocoded","2025-12-01T00:58:58.620Z","2025-12-01T00:58:26.859Z","2025-12-01T00:58:58.620Z"
33,"587058207","node","Roosters Wings",39.9946103,-83.1511961,"restaurant",,"5225 Nike Station Way, Hilliard, OH 43026","5225","Nike Station Way","Hilliard","OH","43026",,,,,,,,,,,,,,,,,,,,,"yes",,,,,,,"yes",,,,,,,,,,,,,,,,,,,,,,,,"active","unchanged",,"2025-12-01T00:58:26.863Z","2025-12-01T00:58:26.863Z"
34,"597433074","node","JP's Barbecue Ribs and Chicken",39.9051042,-83.1372682,"restaurant",,"JP's Barbecue Ribs and Chicken, 2000, Norton Road, Columbus, Prairie Township, Franklin County, Ohio, 43228, United States","2000","Norton Road","Columbus","OH","43228","US",,,"+1-614-878-7422",,,,,,,,,"barbecue","osm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"local_knowledge",,"active","reverse_geocoded","2025-12-01T00:59:00.243Z","2025-12-01T00:58:26.868Z","2025-12-01T00:59:00.243Z"
35,"598478914","node","Donato's",40.14838,-82.9234585,"fast_food",,"Donato's, North State Street, Westerville, Delaware County, Ohio, 43082, United States",,"North State Street","Westerville","OH","43082","US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"active","reverse_geocoded","2025-12-01T00:59:01.663Z","2025-12-01T00:58:26.872Z","2025-12-01T00:59:01.663Z"
36,"612014432","node","Tim Hortons",40.1037379,-83.1606267,"cafe",,"6850 Hospital Drive, Dublin, OH 43016-8457","6850","Hospital Drive","Dublin","OH","43016-8457",,,,"+1 614-717-0570",,"https://www.timhortons.com/",,,,,,"Mo-We 05:00-20:00; Fr-Sa 05:00-20:00; Su 05:00-17:00","coffee_shop","osm",,,,"Tim Hortons","Q175106","Restaurant Brands International Inc.","yes","yes","yes",,,,"no",,,,,,,"wlan",,,,,,,,,,,,,,,,,,"active","unchanged",,"2025-12-01T00:58:26.875Z","2025-12-01T00:58:26.875Z"
37,"612014462","node","Wendy's",40.1037379,-83.160734,"fast_food",,"6850 Hospital Drive, Dublin, OH 43016","6850","Hospital Drive","Dublin","OH","43016",,,,"+1 614-792-7466",,"https://locations.wendys.com/united-states/oh/dublin/6850-hospital-drive",,,,,,"06:00-22:00","burger","osm",,,,"Wendy's","Q550258",,"yes",,"yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"active","unchanged",,"2025-12-01T00:58:26.879Z","2025-12-01T00:58:26.879Z"
38,"612014592","node","Chipotle",40.1039861,-83.1573628,"fast_food",,"6776 Perimeter Loop Road, Dublin, OH 43017","6776","Perimeter Loop Road","Dublin","OH","43017",,,,"+1 614-932-9342",,"https://locations.chipotle.com/oh/dublin/6776-perimeter-loop-rd",,,,,,,"mexican","osm",,,,"Chipotle","Q465751",,"yes",,,,,,,,,,,,,,,,"yes","yes",,,,,,,,,,,,,,"active","unchanged",,"2025-12-01T00:58:26.884Z","2025-12-01T00:58:26.884Z"
39,"612014685","node","Buffalo Wild Wings",40.1046766,-83.1634584,"restaurant",,"Buffalo Wild Wings, Perimeter Drive, Dublin, Washington Township, Franklin County, Ohio, 43016, United States",,"Perimeter Drive","Dublin","OH","43016","US",,,,,,,,,,,,"wings","osm",,,,"Buffalo Wild Wings","Q509255",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"active","address_completed","2025-12-01T00:59:03.255Z","2025-12-01T00:58:26.888Z","2025-12-01T00:59:03.255Z"
40,"612724713","node","Matt the Miller",40.1063735,-83.1610375,"restaurant",,"Matt the Miller, Post Road, Dublin, Washington Township, Franklin County, Ohio, 43016, United States",,"Post Road","Dublin","OH","43016","US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"active","reverse_geocoded","2025-12-01T00:59:04.635Z","2025-12-01T00:58:26.891Z","2025-12-01T00:59:04.636Z"
41,"612725726","node","Alladin's",40.1039445,-83.1578618,"restaurant",,"Alladin's, Perimeter Loop Road, Dublin, Washington Township, Franklin County, Ohio, 43016, United States",,"Perimeter Loop Road","Dublin","OH","43016","US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"active","reverse_geocoded","2025-12-01T00:59:06.959Z","2025-12-01T00:58:26.895Z","2025-12-01T00:59:06.959Z"
42,"612726070","node","First Watch",40.1039978,-83.1568645,"restaurant",,"First Watch, Castlemaine Lane, Dublin, Washington Township, Franklin County, Ohio, 43016, United States",,"Castlemaine Lane","Dublin","OH","43016","US",,,,,,,,,,,,"american;breakfast","osm",,,,"First Watch","Q5454064",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"active","reverse_geocoded","2025-12-01T00:59:08.836Z","2025-12-01T00:58:26.899Z","2025-12-01T00:59:08.836Z"
43,"648623858","node","Flyer's Pizza",40.0043163,-83.154671,"fast_food",,"5466 Roberts Road, Hilliard, OH 43026","5466","Roberts Road","Hilliard","OH","43026",,,,"+1-614-529-0123",,,,,,,,"Mo-Tu 11:00-22:00; We-Th 11:00-23:00; Fr 11:00-24:00; Sa 11:00-23:30; Su 12:00-22:00","pizza","osm",,,,,,"Flyer's Pizza & Subs","yes","yes",,,,"no",,,,,,,,,,,,,,,,,,,,,,,,,,"active","unchanged",,"2025-12-01T00:58:26.956Z","2025-12-01T00:58:26.957Z"
44,"761672049","node","Subway",39.8400895,-84.1181821,"fast_food",,"6007 Brandt Pike, Huber Heights, OH 45424","6007","Brandt Pike","Huber Heights","OH","45424",,,,"+1 937-233-8806",,"https://restaurants.subway.com/united-states/oh/huber-heights/6007-brandt-pike",,,,,,"Mo-Sa 09:00-22:00; Su 09:00-21:00","sandwich","osm",,,,"Subway","Q244457",,"yes",,,,,,,,"yes",,"no",,,,,,,,,,,,,,,,,,,,,"active","unchanged",,"2025-12-01T00:58:26.961Z","2025-12-01T00:58:26.961Z"
45,"761679638","node","Dragon Buffet",39.842549,-84.1154945,"restaurant",,"unknown",,,,,,,,,,,,,,,,,,"chinese","osm",,,,,,,,,,,,,,,"yes",,"yes",,,,,,,,,,,,,,,,,,,,,"active","unchanged",,"2025-12-01T00:58:26.965Z","2025-12-01T00:58:26.965Z"
46,"761688157","node","Wendy's",39.8599283,-84.1056025,"fast_food",,"7435 Brandt Pike, Dayton, OH 45424","7435","Brandt Pike","Dayton","OH","45424",,,,"+1 937-306-7856",,"https://locations.wendys.com/united-states/oh/dayton/7435-brandt-pike",,,,,,"06:00-00:00","burger","osm",,,,"Wendy's","Q550258",,"yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"active","unchanged",,"2025-12-01T00:58:26.969Z","2025-12-01T00:58:26.969Z"
47,"769375110","node","Mama Sue’s Diner",38.5315524,-84.037586,"restaurant",,"unknown",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"active","unchanged",,"2025-12-01T00:58:26.973Z","2025-12-01T00:58:26.973Z"
48,"770066222","node","Abney’s Convenience Store",38.4375521,-83.9912314,,"convenience","unknown",,,,,,,,,,,,,,,,,,,,,,,"BP","Q152057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"active","unchanged",,"2025-12-01T00:58:26.977Z","2025-12-01T00:58:26.977Z"
49,"812598737","node","Madden's Traditional Irish Pub",39.9550492,-83.2310824,"pub",,"346 Hubbard Road, Galloway, OH 43119","346","Hubbard Road","Galloway","OH","43119","US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"active","unchanged",,"2025-12-01T00:58:26.980Z","2025-12-01T00:58:26.981Z"
50,"812598739","node","Darby Mart",39.9551329,-83.2311196,,"convenience","360 Hubbard Road, Galloway, OH 43119","360","Hubbard Road","Galloway","OH","43119","US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"active","unchanged",,"2025-12-01T00:58:26.984Z","2025-12-01T00:58:26.984Z"
51,"850366153","node","Oak Grove Tavern",39.8948494,-83.2105645,"pub",,"unknown",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"active","unchanged",,"2025-12-01T00:58:26.988Z","2025-12-01T00:58:26.988Z"
52,"867942041","node","DQ Grill & Chill",40.0312596,-83.1611536,"fast_food",,"3900 Main Street, Hilliard, OH 43026-1421","3900","Main Street","Hilliard","OH","43026-1421",,,,"+1 614-876-4102",,"https://www.dairyqueen.com/locations/oh/hilliard/3900-main-st/5435",,,,,,,"ice_cream;burger","osm",,,,"DQ Grill & Chill","Q1141226",,"yes",,,,,"no",,,,,,,,,,,,,,,,,,,,,,,,,,"active","unchanged",,"2025-12-01T00:58:26.991Z","2025-12-01T00:58:26.991Z"
53,"867942051","node","Burger King",40.0274187,-83.1603969,"fast_food",,"3690 Main Street, Hilliard, OH 43026","3690","Main Street","Hilliard","OH","43026","US",,,,,,,,,,,,"burger","osm",,,,"Burger King","Q177054",,"yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"active","unchanged",,"2025-12-01T00:58:26.995Z","2025-12-01T00:58:26.995Z"
54,"957108958","node","Peaches Bar and Grill",39.8070525,-83.888088,"bar",,"unknown",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"active","unchanged",,"2025-12-01T00:58:27.058Z","2025-12-01T00:58:27.058Z"
55,"957109748","node","Bentino’s Pizza",39.8064987,-83.8879904,"fast_food",,"unknown",,,,,,,,,,,,,,,,,,"pizza","osm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"active","unchanged",,"2025-12-01T00:58:27.062Z","2025-12-01T00:58:27.062Z"
56,"957109927","node","Ha Ha Pizza",39.8068887,-83.8882977,"fast_food",,"unknown",,,,,,,,,,,,,,,,,,"pizza","osm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"active","unchanged",,"2025-12-01T00:58:27.066Z","2025-12-01T00:58:27.066Z"
57,"957119904","node","Calypso Grill and Smokehouse",39.788822,-83.8999806,"restaurant",,"unknown","1535","Xenia Ave",,,,,,,"+19377679000",,"https://www.calypsogrill.net/",,,,,,"Mo-Su 11:00-21:00","Carribean","osm",,,,,,,,,,,,,,,"yes",,,,,,,"yes","yes","yes",,,,,,,"yes","yes",,,,,,"active","unchanged",,"2025-12-01T00:58:27.070Z","2025-12-01T00:58:27.070Z"
